Date,Company Name,Company Ticker,ceoRating,ceoRatingSize,upMgmtRating,upMgmtRatingSize,overallRating,overallRatingSize,Price,PriceMA10,PriceMA14
2021/7/18,Public Storage,PSA,,210,3.57251,367,3.53116,447,294.477631,291.04314823551346,289.3581784125446
2021/6/20,Public Storage,PSA,,210,3.57647,367,3.58965,447,279.863525,274.6413789293,272.8430954946283
2021/5/23,Public Storage,PSA,,210,3.66938,367,3.72044,447,257.819427,257.22744150825986,256.71523742882675
2021/4/18,Public Storage,PSA,,210,3.6384,367,3.6895,447,248.567963,242.96054251611818,240.40545408930106
2021/3/21,Public Storage,PSA,,210,3.50988,367,3.56479,447,217.506332,222.35140677243464,221.68024715872113
2021/2/21,Public Storage,PSA,,210,3.23293,367,3.36312,447,216.862259,215.15701836857244,214.41411781236386
2021/1/24,Public Storage,PSA,,210,3.22382,367,3.33225,447,205.857422,205.75018476445743,205.8855802511713
2020/12/27,Public Storage,PSA,,210,3.25684,367,3.35852,447,211.456894,209.96776825437038,209.2399255632962
2020/11/29,Public Storage,PSA,,210,3.30721,367,3.34576,447,201.459473,206.26328989896749,207.48306841796614
2020/10/25,Public Storage,PSA,,210,3.34133,367,3.37517,447,215.825226,213.59078388834263,212.57285299702957
2020/9/27,Public Storage,PSA,,210,3.29163,367,3.34703,447,200.031128,198.94349039601258,198.31603285280468
2022/7/31,PulteGroup,PHM,0.978419,111,4.13782,166,4.29312,215,43.619999,43.92696396332722,43.8077256642786
2022/7/24,PulteGroup,PHM,0.978406,111,4.13791,166,4.29303,215,45.910000,44.3901402125999,43.95388540613359
2022/6/19,PulteGroup,PHM,0.976184,111,4.22726,166,4.30968,215,36.250000,40.10760791584091,40.87655024178196
2022/5/22,PulteGroup,PHM,0.975918,111,4.23463,166,4.28628,215,42.594528,42.355433046167356,42.40722881857209
2022/4/17,PulteGroup,PHM,0.973029,111,4.17724,166,4.23369,215,42.066330,42.021981759452956,42.397777474587016
2022/3/20,PulteGroup,PHM,0.964246,111,4.12986,166,4.28175,215,48.265160,46.963331344329546,47.098274568837766
2022/2/20,PulteGroup,PHM,0.95733,111,4.12114,166,4.2383,215,47.811089,48.758748742531,49.26436786420158
2022/1/23,PulteGroup,PHM,0.972029,111,4.12776,166,4.184,215,51.168686,53.58877548298189,53.86385716076382
2021/12/19,PulteGroup,PHM,0.966054,111,4.03448,166,4.14524,215,52.628952,53.596009828270795,53.32253192614409
2021/11/21,PulteGroup,PHM,0.961512,111,4.04868,166,4.16944,215,51.762207,50.77225428772104,50.421474760797494
2021/10/24,PulteGroup,PHM,0.95836,111,3.99988,166,4.14077,215,49.255829,48.61584153538027,48.354264909689185
2021/9/19,PulteGroup,PHM,0.956761,111,3.95118,166,4.1961,215,48.185909,48.69147777073363,49.3304323529427
2021/8/22,PulteGroup,PHM,0.956497,111,3.95878,166,4.2016,215,52.066307,52.48103631670371,52.61608175028061
2021/7/18,PulteGroup,PHM,0.947384,111,3.94051,166,4.18508,215,50.377186,51.923393235091154,52.31449963196504
2021/6/20,PulteGroup,PHM,0.940662,111,3.89124,166,4.17094,215,53.014580,53.79279000221702,54.20345797917838
2021/5/23,PulteGroup,PHM,0.941612,111,3.89663,166,4.13374,215,54.950817,56.27598109557636,56.46984896088245
2021/4/18,PulteGroup,PHM,0.934558,111,3.96443,166,4.19527,215,53.423588,52.71975784742919,52.29626555065057
2021/3/21,PulteGroup,PHM,0.917718,111,3.79777,166,4.12944,215,48.270412,47.73504366197413,47.35239315170652
2021/2/21,PulteGroup,PHM,0.903566,111,3.6945,166,4.07546,215,45.577549,46.1910814024465,46.144550707934144
2021/1/24,PulteGroup,PHM,0.916702,111,3.72604,166,4.05866,215,48.033768,44.29200343816851,43.77683931641785
2020/12/27,PulteGroup,PHM,0.942838,111,3.66674,166,4.04708,215,44.408390,43.39869129499292,43.1388008289816
2020/11/29,PulteGroup,PHM,0.941733,111,3.67212,166,4.01936,215,43.438240,43.02941970344963,42.92205791249981
2020/10/25,PulteGroup,PHM,0.929278,111,3.54051,166,3.9007,215,43.075932,44.96296456009804,45.25878714691949
2020/9/27,PulteGroup,PHM,0.941801,111,3.58046,166,3.92153,215,43.095509,43.77177290539111,43.86917611983172
2022/7/31,Qorvo,QRVO,0.8428,107,3.50874,158,3.963,200,104.070000,102.8010854780072,102.20504417008647
2022/7/24,Qorvo,QRVO,0.842709,107,3.50864,158,3.96298,200,104.339996,101.90830954076344,101.1006592626454
2022/6/19,Qorvo,QRVO,0.840025,107,3.52074,158,3.99889,200,95.129997,99.81492509402933,101.45400758581584
2022/5/22,Qorvo,QRVO,0.84898,107,3.44017,158,3.94504,200,108.610001,106.40175480055106,107.24608705135566
2022/4/17,Qorvo,QRVO,0.858589,107,3.43713,158,3.92923,200,113.379997,117.05460326990811,118.64611069074661
2022/3/20,Qorvo,QRVO,0.843802,107,3.31802,158,3.86797,200,130.869995,127.3918330114063,127.99655051901895
2022/2/20,Qorvo,QRVO,0.815307,107,3.20606,158,3.79792,200,133.199997,133.39313444315425,133.94809248933115
2022/1/23,Qorvo,QRVO,0.849681,107,3.34061,158,3.74853,200,134.309998,144.94993957266544,146.97611650502296
2021/12/19,Qorvo,QRVO,0.872072,107,3.43848,158,3.75097,200,147.679993,152.47212976309592,153.08775625220628
2021/11/21,Qorvo,QRVO,0.854838,107,3.46525,158,3.77435,200,155.190002,158.4582536295788,159.55755005017585
2021/10/24,Qorvo,QRVO,0.83851,107,3.35304,158,3.72659,200,168.009995,167.26091315036246,167.39281429826198
2021/9/19,Qorvo,QRVO,0.81213,107,3.34969,158,3.70671,200,175.300003,180.60359905015517,181.57165096992568
2021/8/22,Qorvo,QRVO,0.82607,107,3.35345,158,3.77195,200,181.559998,185.24551972313705,186.53076673432292
2021/7/18,Qorvo,QRVO,0.833103,107,3.35115,158,3.83045,200,187.679993,190.83877278043303,190.26308539105395
2021/6/20,Qorvo,QRVO,0.81853,107,3.30794,158,3.79093,200,174.190002,180.88473929257972,181.11150225102617
2021/5/23,Qorvo,QRVO,0.832159,107,3.3945,158,3.93149,200,176.559998,175.07300381966968,176.38870120394688
2021/4/18,Qorvo,QRVO,0.799817,107,3.41375,158,3.91609,200,192.270004,190.96682819169592,189.57884518394093
2021/3/21,Qorvo,QRVO,0.773646,107,3.36746,158,3.9118,200,179.850006,176.63960239412123,175.7948475913687
2021/2/21,Qorvo,QRVO,0.696545,107,3.1613,158,3.80942,200,179.389999,174.41616840725007,174.2700847510028
2021/1/24,Qorvo,QRVO,0.750927,107,3.22872,158,3.90062,200,180.660004,180.74172867922908,178.8146039491344
2020/12/27,Qorvo,QRVO,0.728995,107,3.15219,158,3.8674,200,167.110001,162.19210625663018,161.0006788902426
2020/11/29,Qorvo,QRVO,0.693158,107,3.18403,158,3.90817,200,150.110001,147.93289610315384,146.67201408421246
2020/10/25,Qorvo,QRVO,0.731467,107,3.26243,158,3.89296,200,135.699997,135.0682842723985,134.60278256998166
2020/9/27,Qorvo,QRVO,0.535326,107,2.75029,158,3.53423,200,125.629997,126.6587951968047,126.72964665301507
2022/7/31,Quanta Services,PWR,0.901038,24,3.61177,47,3.91728,61,138.729996,135.11490440038568,133.6662710182736
2022/7/24,Quanta Services,PWR,0.901038,24,3.61281,47,3.91925,61,133.059998,130.39116025183358,129.54255454173796
2022/6/19,Quanta Services,PWR,0.888452,24,3.5909,47,4.03793,61,113.783447,121.82728377709341,122.18876545309286
2022/5/22,Quanta Services,PWR,0.873901,24,3.49158,47,3.98739,61,112.933945,113.14361055260252,114.20108893388388
2022/4/17,Quanta Services,PWR,0.808632,24,3.30767,47,3.78097,61,135.061005,132.95289077004773,131.99295415009203
2022/3/20,Quanta Services,PWR,0.77541,24,3.56546,47,3.88497,61,126.419121,120.72470734767145,118.50269994036137
2022/2/20,Quanta Services,PWR,0.734608,24,3.43456,47,3.81046,61,102.056274,102.66554821467366,102.57089790789928
2022/1/23,Quanta Services,PWR,0.680671,24,3.13009,47,3.64113,61,98.160614,104.54003446511896,105.93730561003247
2021/12/19,Quanta Services,PWR,0.759586,24,3.2626,47,3.6495,61,108.672447,112.19491414994881,112.98823191251535
2021/11/21,Quanta Services,PWR,0.769212,24,3.28302,47,3.66514,61,120.851425,118.54216714638885,118.22152426554987
2021/10/24,Quanta Services,PWR,0.73184,24,3.12943,47,3.54972,61,117.856598,114.29789168453345,113.993764030387
2021/9/19,Quanta Services,PWR,0.680873,24,2.95507,47,3.42461,61,118.154747,114.6282114626805,112.70456271551046
2021/8/22,Quanta Services,PWR,0.608536,24,2.73586,47,3.25622,61,96.084305,95.20428163464481,94.52638424913076
2021/7/18,Quanta Services,PWR,0.588623,24,2.73599,47,3.25416,61,87.743019,88.80644130280947,89.06066703296378
2021/6/20,Quanta Services,PWR,0.60026,24,2.74929,47,3.20674,61,85.660881,90.20080478607697,90.97250953472505
2021/5/23,Quanta Services,PWR,0.611556,24,2.81836,47,3.25853,61,92.351418,94.08168896887216,94.62135134320312
2021/4/18,Quanta Services,PWR,0.625191,24,2.83478,47,3.27688,61,95.422485,92.73605858979329,91.6672844717828
2021/3/21,Quanta Services,PWR,0.552292,24,2.74844,47,3.17446,61,85.154846,85.6741068159233,84.98801722764695
2021/2/21,Quanta Services,PWR,0.695487,24,3.10175,47,3.34426,61,76.974152,76.28525065760579,76.02345843796901
2021/1/24,Quanta Services,PWR,0.70351,24,3.00656,47,3.33864,61,77.382698,76.40575349989291,75.61272163449625
2020/12/27,Quanta Services,PWR,0.818829,24,3.08054,47,3.35826,61,70.617119,69.53960477777956,69.46706969897077
2020/11/29,Quanta Services,PWR,0.818829,24,3.08856,47,3.37947,61,69.621529,68.32076832986273,67.6815166936421
2020/10/25,Quanta Services,PWR,0.776425,24,2.8087,47,3.09828,61,61.995323,60.79356997386303,59.983311664809904
2020/9/27,Quanta Services,PWR,0.776425,24,2.81104,47,3.09945,61,51.433102,51.07393104148619,51.043134324052374
2022/7/31,Qualcomm,QCOM,0.934672,1335,3.74237,1972,4.15168,2779,145.059998,147.58891947930815,145.92360990238302
2022/7/24,Qualcomm,QCOM,0.934689,1335,3.74248,1972,4.15175,2779,153.699997,145.46466501830793,142.6538316681491
2022/6/19,Qualcomm,QCOM,0.94037,1335,3.73864,1972,4.14657,2779,120.989998,129.90492069294046,131.5072135648326
2022/5/22,Qualcomm,QCOM,0.950871,1335,3.74386,1972,4.1492,2779,130.910858,133.54657191875836,134.57995194357548
2022/4/17,Qualcomm,QCOM,0.95794,1335,3.74444,1972,4.15951,2779,136.193054,140.514097225198,142.63761363017528
2022/3/20,Qualcomm,QCOM,0.960589,1335,3.71819,1972,4.14941,2779,153.183609,152.10293690378938,153.9044658177542
2022/2/20,Qualcomm,QCOM,0.96863,1335,3.71118,1972,4.14745,2779,166.069351,169.5158405869136,170.42756826902777
2022/1/23,Qualcomm,QCOM,0.968107,1335,3.69932,1972,4.14799,2779,163.384735,174.78135858215322,176.42864157278206
2021/12/19,Qualcomm,QCOM,0.968948,1335,3.71824,1972,4.1621,2779,175.143539,179.14875106684295,178.34569480386787
2021/11/21,Qualcomm,QCOM,0.96909,1335,3.70988,1972,4.15633,2779,182.576523,170.55446219285875,165.29848490661703
2021/10/24,Qualcomm,QCOM,0.96725,1335,3.72154,1972,4.16696,2779,129.895782,128.73657412231492,128.57249762789507
2021/9/19,Qualcomm,QCOM,0.973322,1335,3.71314,1972,4.15428,2779,131.849869,138.2226887181123,139.09716750618844
2021/8/22,Qualcomm,QCOM,0.973953,1335,3.69683,1972,4.1589,2779,139.578583,141.8313672079823,142.1530185167791
2021/7/18,Qualcomm,QCOM,1,1335,3.66468,1972,4.14958,2779,137.240662,138.42708997872953,137.9747035697297
2021/6/20,Qualcomm,QCOM,,1335,3.67356,1972,4.1403,2779,130.649246,132.0115888356128,131.76995282402007
2021/5/23,Qualcomm,QCOM,,1335,3.63975,1972,4.1258,2779,128.480850,128.07689088986433,128.5641838717142
2021/4/18,Qualcomm,QCOM,,1335,3.65378,1972,4.14126,2779,135.077896,134.07213613682717,133.57750980248298
2021/3/21,Qualcomm,QCOM,,1335,3.62841,1972,4.11763,2779,128.050827,128.57774019826223,129.35211070272226
2021/2/21,Qualcomm,QCOM,,1335,3.59233,1972,4.08953,2779,140.983475,143.23979584070102,144.61382792126597
2021/1/24,Qualcomm,QCOM,,1335,3.57147,1972,4.05777,2779,157.986328,155.6964041868047,154.19451309971112
2020/12/27,Qualcomm,QCOM,,1335,3.54181,1972,4.0536,2779,144.728378,144.32341914593104,144.45601063887483
2020/11/29,Qualcomm,QCOM,,1335,3.53346,1972,4.05482,2779,139.302567,139.9085664975803,138.83060681297457
2020/10/25,Qualcomm,QCOM,,1335,3.48689,1972,4.01981,2779,124.823166,123.40230974282838,122.28089547966562
2020/9/27,Qualcomm,QCOM,,1335,3.44566,1972,4.00861,2779,110.895805,109.66256963455976,109.86552670408511
2022/7/31,Quest Diagnostics,DGX,0.773923,706,3.23201,1235,3.57045,1666,136.570007,134.41515707247953,134.36814099078552
2022/7/24,Quest Diagnostics,DGX,0.774191,706,3.23281,1235,3.57125,1666,131.029999,134.15234626079865,134.30763350936252
2022/6/19,Quest Diagnostics,DGX,0.755229,706,3.17694,1235,3.53417,1666,130.009171,130.870509162121,132.04091434376232
2022/5/22,Quest Diagnostics,DGX,0.759615,706,3.17768,1235,3.52427,1666,140.348999,137.47439504095436,136.98523072906332
2022/4/17,Quest Diagnostics,DGX,0.761887,706,3.16586,1235,3.51487,1666,135.263672,136.5122619954688,136.76523505002748
2022/3/20,Quest Diagnostics,DGX,0.775526,706,3.21106,1235,3.54526,1666,143.651352,138.88964288590617,137.61712938095317
2022/2/20,Quest Diagnostics,DGX,0.780559,706,3.19488,1235,3.53538,1666,130.104202,130.96812266641544,132.0585749842146
2022/1/23,Quest Diagnostics,DGX,0.775884,706,3.14659,1235,3.53091,1666,136.382645,143.30168512889855,146.3058618137461
2021/12/19,Quest Diagnostics,DGX,0.794613,706,3.15853,1235,3.52796,1666,168.798859,162.0272048786732,159.8090584559365
2021/11/21,Quest Diagnostics,DGX,0.795353,706,3.1386,1235,3.5471,1666,146.358093,144.95981490575298,144.52690136119466
2021/10/24,Quest Diagnostics,DGX,0.804134,706,3.12994,1235,3.53525,1666,144.435425,142.61183440102917,142.63595917085436
2021/9/19,Quest Diagnostics,DGX,0.816012,706,3.13749,1235,3.54887,1666,151.939056,151.97107579574097,151.4687102461158
2021/8/22,Quest Diagnostics,DGX,0.825924,706,3.14537,1235,3.56175,1666,149.219727,146.82089147203828,145.63291359394645
2021/7/18,Quest Diagnostics,DGX,0.821869,706,3.1153,1235,3.55786,1666,132.059464,131.49922882774584,130.95123642582192
2021/6/20,Quest Diagnostics,DGX,0.818595,706,3.06278,1235,3.53323,1666,124.585777,125.1643773392243,125.54505866047526
2021/5/23,Quest Diagnostics,DGX,0.81114,706,3.05026,1235,3.50693,1666,128.328217,130.09754452634877,130.36793451572083
2021/4/18,Quest Diagnostics,DGX,0.812714,706,3.04757,1235,3.51597,1666,127.136131,125.35030131913797,124.87111758788267
2021/3/21,Quest Diagnostics,DGX,0.788014,706,2.99043,1235,3.47551,1666,121.833267,118.96699446687819,118.37799113342646
2021/2/21,Quest Diagnostics,DGX,0.787893,706,2.94247,1235,3.46934,1666,115.949715,119.28467064349597,119.76997158228346
2021/1/24,Quest Diagnostics,DGX,0.801613,706,2.96074,1235,3.48047,1666,121.035828,121.13091645643055,120.66292805763666
2020/12/27,Quest Diagnostics,DGX,0.798098,706,2.9425,1235,3.48795,1666,116.395821,117.59411931511298,117.9760926700888
2020/11/29,Quest Diagnostics,DGX,0.758228,706,2.92535,1235,3.46828,1666,120.820076,120.31062578969626,120.08170003456638
2020/10/25,Quest Diagnostics,DGX,0.748726,706,2.91072,1235,3.41868,1666,123.075783,118.01932658897485,116.70022825980098
2020/9/27,Quest Diagnostics,DGX,0.729735,706,2.88211,1235,3.38913,1666,107.606049,108.28907221470624,108.47121748511694
2022/7/31,Ralph Lauren Corporation,RL,0.842717,453,3.28741,876,3.75307,1252,98.629997,95.86819545464877,95.43512628058704
2022/7/24,Ralph Lauren Corporation,RL,0.843921,453,3.291,876,3.75417,1252,96.940002,95.33011685692637,94.79975415917558
2022/6/19,Ralph Lauren Corporation,RL,0.869767,453,3.31357,876,3.78888,1252,88.974915,94.7041286252621,95.79380048293585
2022/5/22,Ralph Lauren Corporation,RL,0.87634,453,3.28332,876,3.77487,1252,92.475990,95.9654964384303,97.24491288461226
2022/4/17,Ralph Lauren Corporation,RL,0.880929,453,3.30203,876,3.76775,1252,107.630783,107.7550666219218,108.7940565865772
2022/3/20,Ralph Lauren Corporation,RL,0.873709,453,3.30004,876,3.7661,1252,119.713310,113.16534533834398,113.72160707284486
2022/2/20,Ralph Lauren Corporation,RL,0.876972,453,3.30017,876,3.7758,1252,124.821342,122.79480129531458,121.26335902144397
2022/1/23,Ralph Lauren Corporation,RL,0.873443,453,3.32361,876,3.81366,1252,106.992538,111.9264599693593,112.81855765013216
2021/12/19,Ralph Lauren Corporation,RL,0.896677,453,3.33471,876,3.8283,1252,112.754425,115.77646532545829,116.52758392784315
2021/11/21,Ralph Lauren Corporation,RL,0.912106,453,3.35118,876,3.8384,1252,119.379539,122.57443541229473,122.39724422057871
2021/10/24,Ralph Lauren Corporation,RL,0.908521,453,3.3327,876,3.87177,1252,120.673203,116.66290389244065,115.91108040564124
2021/9/19,Ralph Lauren Corporation,RL,0.898808,453,3.31136,876,3.86149,1252,110.111511,110.47451307526455,111.062088302755
2021/8/22,Ralph Lauren Corporation,RL,0.891699,453,3.29231,876,3.84051,1252,113.257828,115.69225244834126,115.6917098936978
2021/7/18,Ralph Lauren Corporation,RL,0.895913,453,3.25204,876,3.83445,1252,105.864464,110.72823275155952,111.58709532642224
2021/6/20,Ralph Lauren Corporation,RL,0.897876,453,3.25724,876,3.82163,1252,109.904602,115.80085829667213,116.79863497178611
2021/5/23,Ralph Lauren Corporation,RL,0.884313,453,3.24925,876,3.83837,1252,117.274826,125.80606094819066,126.3870606991068
2021/4/18,Ralph Lauren Corporation,RL,0.898478,453,3.28354,876,3.88608,1252,120.635498,120.6913072919349,120.11827008770666
2021/3/21,Ralph Lauren Corporation,RL,0.899059,453,3.28312,876,3.86056,1252,117.914032,118.2282952276348,117.68749311967603
2021/2/21,Ralph Lauren Corporation,RL,0.887163,453,3.21246,876,3.83709,1252,109.885231,107.38063030832564,106.69360606583562
2021/1/24,Ralph Lauren Corporation,RL,0.884301,453,3.22024,876,3.82954,1252,105.052437,105.10375443960379,104.5410333736003
2020/12/27,Ralph Lauren Corporation,RL,0.874018,453,3.18793,876,3.77656,1252,97.740318,96.80765948032237,95.63092436675286
2020/11/29,Ralph Lauren Corporation,RL,0.878747,453,3.16485,876,3.79912,1252,85.208015,80.76881700663023,79.24840606077444
2020/10/25,Ralph Lauren Corporation,RL,0.866604,453,3.09597,876,3.72656,1252,74.951675,72.57045647600305,72.07713810071095
2020/9/27,Ralph Lauren Corporation,RL,0.874786,453,3.11916,876,3.67574,1252,68.830803,71.47823120426872,71.60555435950675
2022/7/31,Raymond James,RJF,0.902293,386,3.7748,556,4.03071,856,98.470001,95.08896211439277,94.31985125008953
2022/7/24,Raymond James,RJF,0.901657,386,3.77255,556,4.0299,856,95.730003,92.85149443728216,92.22936247826574
2022/6/19,Raymond James,RJF,0.896703,386,3.70063,556,3.98833,856,87.170288,89.58734962675973,90.72520852108082
2022/5/22,Raymond James,RJF,0.905556,386,3.67962,556,3.96606,856,91.424194,93.78060962700081,94.96120630136895
2022/4/17,Raymond James,RJF,0.887308,386,3.67998,556,3.95536,856,111.378723,108.84249561067277,108.32471003952054
2022/3/20,Raymond James,RJF,0.885199,386,3.64051,556,3.94522,856,105.055412,101.07135871148826,101.26533672931953
2022/2/20,Raymond James,RJF,0.875263,386,3.63171,556,3.93195,856,107.776642,109.6238180092208,109.14518827851713
2022/1/23,Raymond James,RJF,0.875367,386,3.61134,556,3.9135,856,97.487617,103.07240132263271,103.1777307999914
2021/12/19,Raymond James,RJF,0.874195,386,3.60806,556,3.9276,856,96.385437,96.73817752557491,96.87370838316032
2021/11/21,Raymond James,RJF,0.875575,386,3.63945,556,3.94055,856,97.137680,98.14011076487364,98.30382745167398
2021/10/24,Raymond James,RJF,0.87222,386,3.6295,556,3.91503,856,101.482841,98.71678221733167,97.67904836630669
2021/9/19,Raymond James,RJF,0.882533,386,3.65933,556,3.92387,856,87.984467,89.45929242380802,89.72501770873768
2021/8/22,Raymond James,RJF,0.883852,386,3.65303,556,3.97257,856,89.379478,89.05163654298167,88.72177196866353
2021/7/18,Raymond James,RJF,0.872312,386,3.61965,556,4.01243,856,84.654861,86.15344196474454,86.080590195391
2021/6/20,Raymond James,RJF,0.89479,386,3.62607,556,3.9754,856,81.390228,84.63338162924714,85.05314319919455
2021/5/23,Raymond James,RJF,0.90085,386,3.69836,556,4.00881,856,87.583397,87.21827549096169,87.05772909286328
2021/4/18,Raymond James,RJF,0.887698,386,3.63534,556,4.02082,856,85.129745,83.74381796354089,83.08913846241084
2021/3/21,Raymond James,RJF,0.886816,386,3.57829,556,3.984,856,78.286926,77.95063109318937,77.65084874973306
2021/2/21,Raymond James,RJF,0.891559,386,3.506,556,3.92637,856,77.332115,74.43466098871026,73.27227405144056
2021/1/24,Raymond James,RJF,0.90487,386,3.4677,556,3.89975,856,66.731255,66.65419617272138,66.09232423863607
2020/12/27,Raymond James,RJF,0.876018,386,3.39803,556,3.87292,856,60.519314,60.870726040879376,60.692548008697834
2020/11/29,Raymond James,RJF,0.905531,386,3.54464,556,3.95031,856,60.382538,58.57966235644811,57.64446820917171
2020/10/25,Raymond James,RJF,0.8932,386,3.56931,556,3.89977,856,52.827396,51.466342954887494,51.03472217755545
2020/9/27,Raymond James,RJF,0.936163,386,3.61569,556,3.87717,856,45.869968,46.38649998019407,46.77381814410562
2022/7/31,Raytheon Technologies,RTX,0.74028,987,3.29882,1856,3.80876,2584,92.670311,92.11114342909033,92.24868467817458
2022/7/24,Raytheon Technologies,RTX,0.740611,987,3.29955,1856,3.80936,2584,93.664520,92.94784683470384,92.91551463014063
2022/6/19,Raytheon Technologies,RTX,0.732724,987,3.30886,1856,3.81293,2584,88.365379,92.17962408680418,92.76350190236317
2022/5/22,Raytheon Technologies,RTX,0.732926,987,3.29454,1856,3.80766,2584,89.558434,91.49277075022118,92.23044393481106
2022/4/17,Raytheon Technologies,RTX,0.733137,987,3.27792,1856,3.80943,2584,103.050606,100.58880559926811,100.11843285819565
2022/3/20,Raytheon Technologies,RTX,0.737508,987,3.29476,1856,3.81936,2584,96.379547,96.26665706180562,96.14739535322536
2022/2/20,Raytheon Technologies,RTX,0.766552,987,3.30237,1856,3.827,2584,91.767876,92.27875991362555,91.90095340661853
2022/1/23,Raytheon Technologies,RTX,0.772761,987,3.2923,1856,3.82712,2584,85.713570,87.79700403769318,87.55572612852204
2021/12/19,Raytheon Technologies,RTX,0.77173,987,3.29006,1856,3.82004,2584,80.868164,82.24817543794606,82.52669030745089
2021/11/21,Raytheon Technologies,RTX,0.772487,987,3.28179,1856,3.8135,2584,83.964111,86.23692604976807,86.53759861887984
2021/10/24,Raytheon Technologies,RTX,0.780358,987,3.29882,1856,3.82182,2584,89.757256,88.65673067617013,88.13760895397922
2021/9/19,Raytheon Technologies,RTX,0.824538,987,3.32308,1856,3.85033,2584,81.481133,81.86247261477149,82.01029685040703
2021/8/22,Raytheon Technologies,RTX,0.837418,987,3.35253,1856,3.84766,2584,82.126030,83.54855142998132,83.75589310929091
2021/7/18,Raytheon Technologies,RTX,0.85514,987,3.36463,1856,3.8638,2584,81.130974,82.80242294104272,83.07042200762342
2021/6/20,Raytheon Technologies,RTX,0.862223,987,3.36297,1856,3.87433,2584,83.452332,85.37852956213787,85.3259268204702
2021/5/23,Raytheon Technologies,RTX,0.872486,987,3.36519,1856,3.87523,2584,83.345490,82.23687576309169,81.77888783473784
2021/4/18,Raytheon Technologies,RTX,0.860771,987,3.34833,1856,3.8638,2584,75.518776,75.2305740649488,75.1082692508282
2021/3/21,Raytheon Technologies,RTX,0.865351,987,3.35082,1856,3.84408,2584,75.653931,74.93291438046178,74.34593750680045
2021/2/21,Raytheon Technologies,RTX,0.872509,987,3.35257,1856,3.84857,2584,71.257050,69.60130997892806,69.13519745869775
2021/1/24,Raytheon Technologies,RTX,0.845062,987,3.3123,1856,3.79816,2584,64.847183,66.38008483673165,66.64298399341864
2020/12/27,Raytheon Technologies,RTX,0.853706,987,3.28322,1856,3.77545,2584,67.428398,67.80079477551882,67.92019765113267
2020/11/29,Raytheon Technologies,RTX,0.833917,987,3.26213,1856,3.74438,2584,70.921211,67.88579295623612,66.38968241465949
2020/10/25,Raytheon Technologies,RTX,0.83462,987,3.25655,1856,3.70998,2584,59.606693,58.32706890892109,58.03007620438841
2020/9/27,Raytheon Technologies,RTX,0.854628,987,3.2156,1856,3.66943,2584,54.767281,56.72769201007581,57.07490035107513
2022/7/31,Regency Centers,REG,1,17,4.0662,19,4.03636,26,64.430000,62.76241045511118,62.36446660334211
2022/7/24,Regency Centers,REG,1,17,4.0662,19,4.03636,26,62.820000,61.59097020654222,61.29444532481062
2022/6/19,Regency Centers,REG,1,17,4.0662,19,4.03636,26,57.619999,59.793851683250054,60.85379978307695
2022/5/22,Regency Centers,REG,,17,4.07331,19,4.03932,26,62.569389,65.65286462766134,66.20185522854443
2022/4/17,Regency Centers,REG,,17,4.07331,19,4.03932,26,69.809479,69.46868484140654,69.29603763320085
2022/3/20,Regency Centers,REG,,17,4.07331,19,4.03932,26,66.772995,66.02121095337333,65.9873990480389
2022/2/20,Regency Centers,REG,,17,3.97962,19,3.96749,26,65.158981,66.51328625987269,67.16177729666107
2022/1/23,Regency Centers,REG,,17,3.97962,19,3.96749,26,68.578606,72.1235146104218,72.47232531290902
2021/12/19,Regency Centers,REG,,17,3.97961,19,3.96748,26,70.107147,70.43446984238271,70.48227400431398
2021/11/21,Regency Centers,REG,,17,4.00083,19,3.97606,26,71.682854,72.08108908874406,71.77691236242627
2021/10/24,Regency Centers,REG,,17,4.00083,19,3.97602,26,68.011276,68.06453720423103,67.88209472314574
2021/9/19,Regency Centers,REG,,17,4.00083,19,3.97407,26,66.350334,66.0546840527052,65.80564886945375
2021/8/22,Regency Centers,REG,,17,4.00083,19,4.13516,26,62.458191,62.69233101967262,62.728303276428214
2021/7/18,Regency Centers,REG,,17,4.00083,19,4.13544,26,62.294506,62.38405565757472,62.36446283184795
2021/6/20,Regency Centers,REG,,17,4.00084,19,4.22693,26,60.975441,63.055266750676495,63.010757342032285
2021/5/23,Regency Centers,REG,,17,3.77233,19,4.17719,26,60.472107,60.43210304928513,60.34040490803026
2021/4/18,Regency Centers,REG,,17,3.74474,19,4.19405,26,56.749859,55.79410223019876,55.53677943402673
2021/3/21,Regency Centers,REG,,17,3.84105,19,4.21379,26,53.504833,54.820013400008655,54.438848743870786
2021/2/21,Regency Centers,REG,,17,3.83685,19,4.21807,26,49.885048,48.684474672817416,48.03092949166651
2021/1/24,Regency Centers,REG,,17,3.83638,19,4.21855,26,44.339111,44.01830065219897,43.83084420879105
2020/12/27,Regency Centers,REG,,17,3.63476,19,4.05764,26,42.903030,43.468942862153476,43.576913856420624
2020/11/29,Regency Centers,REG,,17,3.63939,19,4.06224,26,43.739048,43.68364973568757,42.866886540898115
2020/10/25,Regency Centers,REG,,17,3.43928,19,3.95956,26,35.716957,35.52648938788823,35.67471558720172
2020/9/27,Regency Centers,REG,,17,3.63132,19,4.03465,26,34.905426,35.77385936341793,36.18308010416443
2022/7/31,Regeneron,REGN,0.898698,364,3.51983,503,4.01603,711,581.690002,588.2351237823179,590.364157368031
